clip_id,rater_id,overall_mos,echo_annoyance_mos,nearend_naturalness_mos,acceptability_binary,confidence,headphone_passed,calibration_confirmed,submitted_at,system,item_uid,utt_id,scenario_bucket,task_type
hr_585c1aeee328cc,returned_human_item_summary_v1,4.39,5.0,3.62,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,near_end_single_talk__52ebf4e1da0c13dd,fileid_57,near_end_single_talk,rating
hr_3928a3086fcfff,returned_human_item_summary_v1,4.75,4.41,5.0,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,far_end_single_talk__c22008506fb03af3,farend-singletalk__eb6d9058__root__1uN6ZKjkE0ixLzBApJFouw_farend-singletalk,far_end_single_talk,rating
hr_5424d31f2b384a,returned_human_item_summary_v1,2.4,3.85,1.72,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,low_ser_overlap__e0d46cbd150da7bf,fileid_445,low_ser_overlap,rating
hr_0a0aea537912e2,returned_human_item_summary_v1,3.83,4.15,3.19,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,noisy_double_talk__78f2641ec051e5f2,fileid_93,noisy_double_talk,rating
hr_a994862c92ba6d,returned_human_item_summary_v1,2.4,4.07,1.99,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,echo_path_motion__811cb271f26d428a,doubletalk__f03ba73a__root__Km8brWUHUUmGVbTjlvSt9g_doubletalk-with-movement,echo_path_motion,rating
hr_0e78b8386f7a9a,returned_human_item_summary_v1,2.4,1.21,4.39,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,double_talk__b3846f1d2835c8c0,doubletalk__f03ba73a__root__hUcOKoqv0Uavp33Xrf2uWQ_doubletalk,double_talk,rating
hr_1b66482261d63d,returned_human_item_summary_v1,2.4,1.88,4.04,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,double_talk__694c3420a10a8f3e,doubletalk__f03ba73a__root__4f4608a6-6904-421b-8d47-b1b177bec389_doubletalk,double_talk,rating
hr_d1ac8ceebae6ad,returned_human_item_summary_v1,4.2,3.71,4.55,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,far_end_single_talk__351ae176aef5a986,farend-singletalk__eb6d9058__root__UAHwsB4iRUmm990YSJJOtg_farend-singletalk,far_end_single_talk,rating
hr_c400de0d866c36,returned_human_item_summary_v1,2.4,1.93,3.39,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,low_ser_overlap__e0d46cbd150da7bf,fileid_445,low_ser_overlap,rating
hr_35cd309c971cfa,returned_human_item_summary_v1,2.4,4.02,1.89,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,low_ser_overlap__4463078ac2b3d54f,fileid_205,low_ser_overlap,rating
hr_b758d5cd583bdb,returned_human_item_summary_v1,4.52,5.0,3.91,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,near_end_single_talk__ff3be81b2951c71a,fileid_129,near_end_single_talk,rating
hr_dc4c1f832b9d22,returned_human_item_summary_v1,3.54,3.9,2.74,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,low_ser_overlap__48dd58d6d20466b4,fileid_234,low_ser_overlap,rating
hr_4634744dfad292,returned_human_item_summary_v1,4.36,4.51,4.03,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,double_talk__6624c4ebc90ade47,doubletalk__f03ba73a__root__iQLkmqqiZkijw0RrsbLYlQ_doubletalk,double_talk,rating
hr_6e55236a709bf1,returned_human_item_summary_v1,4.03,3.6,4.14,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,noisy_double_talk__c109889ca5a76e63,fileid_110,noisy_double_talk,rating
hr_af8c6f87751ee7,returned_human_item_summary_v1,4.2,5.0,3.23,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,near_end_single_talk__fb7cf57c7c22c517,fileid_408,near_end_single_talk,rating
hr_bf27f22b345f26,returned_human_item_summary_v1,2.4,1.78,3.76,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,echo_path_motion__17a98cacd7bbd12a,doubletalk__f03ba73a__root__b54e05b3-0807-45e7-8993-df7c7fe23969_doubletalk-with-movement,echo_path_motion,rating
hr_d4ff665152161f,returned_human_item_summary_v1,4.13,5.0,3.08,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,near_end_single_talk__fb7cf57c7c22c517,fileid_408,near_end_single_talk,rating
hr_519bc53193ed39,returned_human_item_summary_v1,3.97,5.0,2.85,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,near_end_single_talk__fb7cf57c7c22c517,fileid_408,near_end_single_talk,rating
hr_435b9e70d93bd1,returned_human_item_summary_v1,4.04,4.28,3.6,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,double_talk__54b8ea2e02770f5e,doubletalk__f03ba73a__root__g6A4GlGjWU6B0ejlO4tSbQ_doubletalk,double_talk,rating
hr_bd418c3616f6ea,returned_human_item_summary_v1,4.03,4.07,4.0,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,echo_path_motion__dc27422d8707604b,farend-singletalk__eb6d9058__root__J38L7HovCECPO1oce0Ua2g_farend-singletalk-with-movement,echo_path_motion,rating
