clip_id,rater_id,overall_mos,echo_annoyance_mos,nearend_naturalness_mos,acceptability_binary,confidence,headphone_passed,calibration_confirmed,submitted_at,system,item_uid,utt_id,scenario_bucket,task_type
hr_af6c35d5b6aafc,returned_human_item_summary_v1,2.4,1.83,4.27,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,low_ser_overlap__ee1c5fdc8eed5e1d,fileid_423,low_ser_overlap,rating
hr_cc7424618969ed,returned_human_item_summary_v1,3.67,2.9,3.98,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,low_ser_overlap__48dd58d6d20466b4,fileid_234,low_ser_overlap,rating
hr_f55e9ac0c40bff,returned_human_item_summary_v1,3.65,3.78,3.14,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,double_talk__e024e914b6b90bc5,doubletalk__f03ba73a__root__cdb9787d-c046-4ca1-9994-4161c27b0291_doubletalk,double_talk,rating
hr_5129b35dcaf1f7,returned_human_item_summary_v1,4.66,5.0,4.24,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,near_end_single_talk__d54e883161fb8921,fileid_490,near_end_single_talk,rating
hr_05905ebcbcfaec,returned_human_item_summary_v1,3.0,4.49,2.3,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,low_ser_overlap__21fc4cc8b85fd220,fileid_462,low_ser_overlap,rating
hr_eccafeb6b8f93b,returned_human_item_summary_v1,4.38,5.0,3.69,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,near_end_single_talk__9218f1e1fe829489,fileid_499,near_end_single_talk,rating
hr_1fb472681ef4e2,returned_human_item_summary_v1,2.4,4.41,1.58,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,noisy_double_talk__3f7e61365b9510ba,fileid_16,noisy_double_talk,rating
hr_44bd2effd2db85,returned_human_item_summary_v1,3.49,4.02,2.5,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,low_ser_overlap__2ee61d92cda3842d,fileid_226,low_ser_overlap,rating
hr_53d6847a2ec6a5,returned_human_item_summary_v1,2.4,4.26,1.98,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,noisy_double_talk__9afd20082238343b,fileid_126,noisy_double_talk,rating
hr_883d99ffef746d,returned_human_item_summary_v1,3.55,2.78,3.92,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,far_end_single_talk__10097318ccca3ed0,farend-singletalk__eb6d9058__root__0WY0NIP5CUq6GqB5G3ZK0w_farend-singletalk,far_end_single_talk,rating
hr_a3441b28a47954,returned_human_item_summary_v1,3.81,4.2,3.53,1.0,3.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,far_end_single_talk__a89650af17f760b6,farend-singletalk__eb6d9058__root__043c0213-3af9-4ccb-ad28-68df92069627_farend-singletalk,far_end_single_talk,rating
hr_a19222fdc50fff,returned_human_item_summary_v1,1.99,1.57,1.52,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,low_ser_overlap__e7e2eb825aced58d,fileid_159,low_ser_overlap,rating
hr_e9cd0a061663c7,returned_human_item_summary_v1,4.39,5.0,3.7,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,near_end_single_talk__9218f1e1fe829489,fileid_499,near_end_single_talk,rating
hr_9c80efce16c4c9,returned_human_item_summary_v1,3.78,4.45,2.75,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,noisy_double_talk__3e7195c251ca3bcf,fileid_365,noisy_double_talk,rating
hr_90a651863e8300,returned_human_item_summary_v1,2.4,4.09,1.82,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,noisy_double_talk__2e03707942a55f6e,fileid_141,noisy_double_talk,rating
hr_376b436a1ff8c7,returned_human_item_summary_v1,4.42,5.0,3.69,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,near_end_single_talk__06c9cfa2d4807f54,fileid_137,near_end_single_talk,rating
hr_dfd246c024d176,returned_human_item_summary_v1,4.61,5.0,4.11,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,near_end_single_talk__d54e883161fb8921,fileid_490,near_end_single_talk,rating
hr_298f0819827c86,returned_human_item_summary_v1,4.59,5.0,4.07,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,near_end_single_talk__4389c5db03aa9991,fileid_32,near_end_single_talk,rating
hr_9273e3cd5f703f,returned_human_item_summary_v1,4.52,4.2,4.75,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,echo_path_motion__daba602bdbd4d165,farend-singletalk__eb6d9058__root__o1JZM00BDUqQGvIv01yOrA_farend-singletalk-with-movement,echo_path_motion,rating
hr_9b992295729101,returned_human_item_summary_v1,2.24,2.44,1.24,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,double_talk__b3846f1d2835c8c0,doubletalk__f03ba73a__root__hUcOKoqv0Uavp33Xrf2uWQ_doubletalk,double_talk,rating
hr_66154b78171982,returned_human_item_summary_v1,3.71,4.04,2.99,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,noisy_double_talk__78f2641ec051e5f2,fileid_93,noisy_double_talk,rating
hr_2025047c46d5e2,returned_human_item_summary_v1,4.57,4.58,4.42,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,noisy_double_talk__4ce4f233a03871a4,fileid_128,noisy_double_talk,rating
hr_dadc4c1ba33ea5,returned_human_item_summary_v1,2.4,1.64,5.0,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,echo_path_motion__c09924bc3dab856f,farend-singletalk__eb6d9058__root__9d1645a6-0d73-4dd2-b946-619201420143_farend-singletalk-with-movement,echo_path_motion,rating
hr_324254e1903a35,returned_human_item_summary_v1,2.4,4.45,1.17,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,noisy_double_talk__9afd20082238343b,fileid_126,noisy_double_talk,rating
hr_b355611a30288a,returned_human_item_summary_v1,4.01,4.51,3.21,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,noisy_double_talk__dc66caeb10f55dd9,fileid_70,noisy_double_talk,rating
hr_eab0ff7b1eaa6c,returned_human_item_summary_v1,2.4,4.25,1.0,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,low_ser_overlap__21fc4cc8b85fd220,fileid_462,low_ser_overlap,rating
hr_9c7a4e93372dda,returned_human_item_summary_v1,3.59,4.16,2.59,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,low_ser_overlap__e0d46cbd150da7bf,fileid_445,low_ser_overlap,rating
hr_fa8c3c324f80ff,returned_human_item_summary_v1,2.4,1.52,4.81,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,far_end_single_talk__013d26421eefe63c,farend-singletalk__eb6d9058__root__f16e9c6e-e821-464d-b006-406d45bb9ada_farend-singletalk,far_end_single_talk,rating
hr_ffe34243d70396,returned_human_item_summary_v1,4.77,4.45,5.0,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,far_end_single_talk__fbb91f946fc5322f,farend-singletalk__eb6d9058__root__0kvK91dwhkWeBObblh0nLw_farend-singletalk,far_end_single_talk,rating
hr_60e535ff3db13b,returned_human_item_summary_v1,2.4,1.51,5.0,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,far_end_single_talk__013d26421eefe63c,farend-singletalk__eb6d9058__root__f16e9c6e-e821-464d-b006-406d45bb9ada_farend-singletalk,far_end_single_talk,rating
hr_d2187b5a3b5226,returned_human_item_summary_v1,2.4,4.09,1.97,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,low_ser_overlap__2ee61d92cda3842d,fileid_226,low_ser_overlap,rating
hr_53f34b1c4119e4,returned_human_item_summary_v1,2.4,1.84,4.75,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,echo_path_motion__c09924bc3dab856f,farend-singletalk__eb6d9058__root__9d1645a6-0d73-4dd2-b946-619201420143_farend-singletalk-with-movement,echo_path_motion,rating
hr_b6c8044cd8a857,returned_human_item_summary_v1,3.48,2.71,3.74,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,low_ser_overlap__25819470d2776d11,fileid_252,low_ser_overlap,rating
hr_127c4cffedfe9f,returned_human_item_summary_v1,3.6,4.49,2.92,1.0,3.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,far_end_single_talk__18a96c1f9b69341a,farend-singletalk__eb6d9058__root__unpL5MBUpkGSx4Utmp6NPg_farend-singletalk,far_end_single_talk,rating
hr_918b06d317ff4c,returned_human_item_summary_v1,2.4,1.85,5.0,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,far_end_single_talk__18a96c1f9b69341a,farend-singletalk__eb6d9058__root__unpL5MBUpkGSx4Utmp6NPg_farend-singletalk,far_end_single_talk,rating
hr_51d715c0a87900,returned_human_item_summary_v1,3.0,4.31,2.33,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,double_talk__694c3420a10a8f3e,doubletalk__f03ba73a__root__4f4608a6-6904-421b-8d47-b1b177bec389_doubletalk,double_talk,rating
hr_236461438dd803,returned_human_item_summary_v1,4.54,4.26,4.75,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,echo_path_motion__dc27422d8707604b,farend-singletalk__eb6d9058__root__J38L7HovCECPO1oce0Ua2g_farend-singletalk-with-movement,echo_path_motion,rating
hr_06a4592d7b7160,returned_human_item_summary_v1,4.45,5.0,3.83,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,near_end_single_talk__f8fe73bf0a20a721,fileid_220,near_end_single_talk,rating
hr_8e42b4ccda82d6,returned_human_item_summary_v1,4.12,5.0,3.06,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,near_end_single_talk__fb7cf57c7c22c517,fileid_408,near_end_single_talk,rating
hr_41fc89f9c2f45d,returned_human_item_summary_v1,2.4,3.87,1.4,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,noisy_double_talk__2e03707942a55f6e,fileid_141,noisy_double_talk,rating
hr_f4c7af06e99b0d,returned_human_item_summary_v1,3.55,3.32,3.32,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,low_ser_overlap__2ee61d92cda3842d,fileid_226,low_ser_overlap,rating
hr_a6d6101f6fad75,returned_human_item_summary_v1,4.4,5.0,3.7,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,near_end_single_talk__5790a68607db09b9,fileid_343,near_end_single_talk,rating
hr_1a28cd0294dd6f,returned_human_item_summary_v1,2.4,4.07,1.61,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,noisy_double_talk__2e03707942a55f6e,fileid_141,noisy_double_talk,rating
hr_d42172ba8ed981,returned_human_item_summary_v1,3.0,4.14,2.31,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,low_ser_overlap__8968c00fe8d7229e,fileid_18,low_ser_overlap,rating
hr_c36dfa5de7e6cb,returned_human_item_summary_v1,2.4,4.18,1.57,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,low_ser_overlap__1063fa3bc36cd136,fileid_327,low_ser_overlap,rating
hr_75d89434d3f4e6,returned_human_item_summary_v1,2.4,1.39,4.75,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,far_end_single_talk__3eff4a07f182cd69,farend-singletalk__eb6d9058__root__gm1jGyCc00KI1b65ow1E6A_farend-singletalk,far_end_single_talk,rating
hr_05bfd535894247,returned_human_item_summary_v1,3.0,2.35,4.46,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,far_end_single_talk__10097318ccca3ed0,farend-singletalk__eb6d9058__root__0WY0NIP5CUq6GqB5G3ZK0w_farend-singletalk,far_end_single_talk,rating
hr_2a40352e5b60b7,returned_human_item_summary_v1,4.85,4.65,5.0,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,far_end_single_talk__10097318ccca3ed0,farend-singletalk__eb6d9058__root__0WY0NIP5CUq6GqB5G3ZK0w_farend-singletalk,far_end_single_talk,rating
hr_a78f77d0f30079,returned_human_item_summary_v1,2.4,4.43,1.16,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,noisy_double_talk__9afd20082238343b,fileid_126,noisy_double_talk,rating
hr_be9dab960ca59a,returned_human_item_summary_v1,4.17,3.01,5.0,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,far_end_single_talk__c22008506fb03af3,farend-singletalk__eb6d9058__root__1uN6ZKjkE0ixLzBApJFouw_farend-singletalk,far_end_single_talk,rating
rep_7845673d3e3271,returned_human_item_summary_v1,2.4,1.97,5.0,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,far_end_single_talk__013d26421eefe63c,farend-singletalk__eb6d9058__root__f16e9c6e-e821-464d-b006-406d45bb9ada_farend-singletalk,far_end_single_talk,hidden_repeat
hr_515360700d675f,returned_human_item_summary_v1,3.0,3.76,2.05,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,noisy_double_talk__3f7e61365b9510ba,fileid_16,noisy_double_talk,rating
hr_994995a5cf9786,returned_human_item_summary_v1,4.64,5.0,4.17,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,near_end_single_talk__62f5730dedbeddfb,fileid_461,near_end_single_talk,rating
hr_04fba2308a0ce7,returned_human_item_summary_v1,2.4,4.1,1.37,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,noisy_double_talk__2e03707942a55f6e,fileid_141,noisy_double_talk,rating
hr_14a25a269fd0ab,returned_human_item_summary_v1,3.47,3.86,2.62,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,low_ser_overlap__2ee61d92cda3842d,fileid_226,low_ser_overlap,rating
hr_526c3d6f5de76c,returned_human_item_summary_v1,2.4,4.05,1.28,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,noisy_double_talk__3e7195c251ca3bcf,fileid_365,noisy_double_talk,rating
hr_ab9076e93a571b,returned_human_item_summary_v1,3.71,4.52,2.53,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,low_ser_overlap__cc2efdd13de97d42,fileid_472,low_ser_overlap,rating
hr_9e295ab083e8b4,returned_human_item_summary_v1,3.0,3.94,2.4,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,low_ser_overlap__21fc4cc8b85fd220,fileid_462,low_ser_overlap,rating
hr_a0e777ed681802,returned_human_item_summary_v1,2.97,2.53,2.75,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,double_talk__fbf9c05a57bc9d86,doubletalk__f03ba73a__root__e5af1974-e440-4d99-87ed-a75ee6a05ca1_doubletalk,double_talk,rating
hr_b02b2857bf98a1,returned_human_item_summary_v1,4.39,5.0,3.69,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,near_end_single_talk__5790a68607db09b9,fileid_343,near_end_single_talk,rating
hr_4dad495c591870,returned_human_item_summary_v1,3.73,4.36,2.79,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,noisy_double_talk__00258497bb458d81,fileid_71,noisy_double_talk,rating
hr_c09aa9c3ff1708,returned_human_item_summary_v1,4.15,4.66,3.39,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,noisy_double_talk__c109889ca5a76e63,fileid_110,noisy_double_talk,rating
hr_5e57cedc8f4155,returned_human_item_summary_v1,4.13,3.3,4.73,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,far_end_single_talk__fbb91f946fc5322f,farend-singletalk__eb6d9058__root__0kvK91dwhkWeBObblh0nLw_farend-singletalk,far_end_single_talk,rating
hr_412ae63b040bdd,returned_human_item_summary_v1,4.45,5.0,3.84,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,near_end_single_talk__62f5730dedbeddfb,fileid_461,near_end_single_talk,rating
hr_6fd6c8fb94e6f9,returned_human_item_summary_v1,2.4,4.33,1.44,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,low_ser_overlap__3a8cd8291a2f1a57,fileid_432,low_ser_overlap,rating
hr_d75209feb1a7d2,returned_human_item_summary_v1,4.3,5.0,3.57,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,near_end_single_talk__f8fe73bf0a20a721,fileid_220,near_end_single_talk,rating
hr_dddfe579591503,returned_human_item_summary_v1,4.42,5.0,3.69,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,near_end_single_talk__06c9cfa2d4807f54,fileid_137,near_end_single_talk,rating
hr_3e08203158c7b4,returned_human_item_summary_v1,4.48,3.75,5.0,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,far_end_single_talk__c3f263829ad53168,farend-singletalk__eb6d9058__root__9TUrXnKCGEGzklkn3B4XjA_farend-singletalk,far_end_single_talk,rating
hr_56d8ca4deff96e,returned_human_item_summary_v1,2.4,1.99,4.68,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,echo_path_motion__c09924bc3dab856f,farend-singletalk__eb6d9058__root__9d1645a6-0d73-4dd2-b946-619201420143_farend-singletalk-with-movement,echo_path_motion,rating
hr_5aeb1de048324d,returned_human_item_summary_v1,2.4,1.66,5.0,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,far_end_single_talk__3eff4a07f182cd69,farend-singletalk__eb6d9058__root__gm1jGyCc00KI1b65ow1E6A_farend-singletalk,far_end_single_talk,rating
hr_df17fc2c8f8bc6,returned_human_item_summary_v1,4.35,5.0,3.6,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,near_end_single_talk__52ebf4e1da0c13dd,fileid_57,near_end_single_talk,rating
hr_97c08dbc23527c,returned_human_item_summary_v1,4.22,3.97,4.39,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,far_end_single_talk__c3f263829ad53168,farend-singletalk__eb6d9058__root__9TUrXnKCGEGzklkn3B4XjA_farend-singletalk,far_end_single_talk,rating
hr_80f2508df8b475,returned_human_item_summary_v1,2.4,4.06,1.53,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,low_ser_overlap__21fc4cc8b85fd220,fileid_462,low_ser_overlap,rating
hr_96bb6949a14f96,returned_human_item_summary_v1,4.44,5.0,3.82,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,near_end_single_talk__4389c5db03aa9991,fileid_32,near_end_single_talk,rating
hr_fa0c578d718ab6,returned_human_item_summary_v1,3.62,3.01,3.77,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,noisy_double_talk__78f2641ec051e5f2,fileid_93,noisy_double_talk,rating
hr_3c6a4a69da4103,returned_human_item_summary_v1,4.11,3.93,4.01,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,noisy_double_talk__4ce4f233a03871a4,fileid_128,noisy_double_talk,rating
hr_179452869396ff,returned_human_item_summary_v1,3.64,2.81,4.01,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,echo_path_motion__d13d5d45141a872f,doubletalk__f03ba73a__root__11831959-16d3-4240-b4d7-6c3f19936718_doubletalk-with-movement,echo_path_motion,rating
trap_6d94546af78c3e,returned_human_item_summary_v1,1.0,1.0,1.0,0.0,2.0,1,1,2026-04-26T13:51:29+00:00,All-Zero-Control,noisy_double_talk__c109889ca5a76e63,fileid_110,noisy_double_talk,degenerate_trap
hr_3d7e3acac2fd8d,returned_human_item_summary_v1,4.27,4.53,3.79,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,noisy_double_talk__78f2641ec051e5f2,fileid_93,noisy_double_talk,rating
hr_58c3627908b9d7,returned_human_item_summary_v1,3.67,3.89,3.05,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,double_talk__fbf9c05a57bc9d86,doubletalk__f03ba73a__root__e5af1974-e440-4d99-87ed-a75ee6a05ca1_doubletalk,double_talk,rating
hr_825d85516b7d85,returned_human_item_summary_v1,4.25,5.0,3.42,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,near_end_single_talk__84539a5ed2e47997,fileid_333,near_end_single_talk,rating
hr_b6a1a74f3e8f7a,returned_human_item_summary_v1,2.4,3.38,1.68,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,low_ser_overlap__cc2efdd13de97d42,fileid_472,low_ser_overlap,rating
rep_1ce4eb61d4b05c,returned_human_item_summary_v1,3.6,3.14,3.59,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,echo_path_motion__604f54c33e98bfeb,doubletalk__f03ba73a__root__08ec6dc2-c8a8-423f-a5b1-73affaef4cfa_doubletalk-with-movement,echo_path_motion,hidden_repeat
hr_c87ba0b1801e42,returned_human_item_summary_v1,4.28,5.0,3.45,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,near_end_single_talk__52ebf4e1da0c13dd,fileid_57,near_end_single_talk,rating
hr_dc4f3e5f71e412,returned_human_item_summary_v1,3.73,4.31,3.31,1.0,3.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,far_end_single_talk__351ae176aef5a986,farend-singletalk__eb6d9058__root__UAHwsB4iRUmm990YSJJOtg_farend-singletalk,far_end_single_talk,rating
hr_afc444a7b1e0bb,returned_human_item_summary_v1,4.32,5.0,3.61,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,near_end_single_talk__4389c5db03aa9991,fileid_32,near_end_single_talk,rating
rep_5af057348c6667,returned_human_item_summary_v1,3.83,4.15,3.19,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,noisy_double_talk__78f2641ec051e5f2,fileid_93,noisy_double_talk,hidden_repeat
trap_0750e86ae69036,returned_human_item_summary_v1,1.0,1.0,1.0,0.0,2.0,1,1,2026-04-26T13:51:29+00:00,All-Zero-Control,far_end_single_talk__2c2343b31ea5a261,farend-singletalk__eb6d9058__root__bd8328b8-ed2d-4aed-9daa-eeda6ed8309a_farend-singletalk,far_end_single_talk,degenerate_trap
hr_92338e72563d13,returned_human_item_summary_v1,4.16,4.39,3.99,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,echo_path_motion__c8694656c51152a3,farend-singletalk__eb6d9058__root__GMR5LLJMJkWZGQ08TRPdnw_farend-singletalk-with-movement,echo_path_motion,rating
hr_89c1a50df01746,returned_human_item_summary_v1,3.38,3.58,2.71,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,echo_path_motion__604f54c33e98bfeb,doubletalk__f03ba73a__root__08ec6dc2-c8a8-423f-a5b1-73affaef4cfa_doubletalk-with-movement,echo_path_motion,rating
hr_b54510215165ed,returned_human_item_summary_v1,3.27,3.9,2.51,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS-H16k,double_talk__b3846f1d2835c8c0,doubletalk__f03ba73a__root__hUcOKoqv0Uavp33Xrf2uWQ_doubletalk,double_talk,rating
hr_6d391cfe8e0632,returned_human_item_summary_v1,2.4,1.3,5.0,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,echo_path_motion__89501dc66c696f74,farend-singletalk__eb6d9058__root__903d630d-0994-4044-ad7b-a6ce3fb91395_farend-singletalk-with-movement,echo_path_motion,rating
hr_2bef7c26c0b026,returned_human_item_summary_v1,3.0,2.09,4.59,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,echo_path_motion__48865029d1b44cb6,doubletalk__f03ba73a__root__hC1ZhhrB20i7sGG0GbvFWg_doubletalk-with-movement,echo_path_motion,rating
hr_1ab9c1142745a0,returned_human_item_summary_v1,4.39,4.44,4.14,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,double_talk__dc393d5053797dce,doubletalk__f03ba73a__root__KVbGTrqdIU0FIbN1ZuX68g_doubletalk,double_talk,rating
hr_e85d99ca95a42e,returned_human_item_summary_v1,4.34,4.51,3.97,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,double_talk__7d3e5bc204150de8,doubletalk__f03ba73a__root__7f925492-c4a7-4ea6-9cb6-ae8aa666879e_doubletalk,double_talk,rating
hr_f051221395341f,returned_human_item_summary_v1,2.4,4.4,1.62,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Echo,low_ser_overlap__8968c00fe8d7229e,fileid_18,low_ser_overlap,rating
hr_8f395ca97a63e6,returned_human_item_summary_v1,3.0,2.45,4.75,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,far_end_single_talk__3eff4a07f182cd69,farend-singletalk__eb6d9058__root__gm1jGyCc00KI1b65ow1E6A_farend-singletalk,far_end_single_talk,rating
hr_d411627e9ff9db,returned_human_item_summary_v1,2.4,1.17,4.57,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,double_talk__b3846f1d2835c8c0,doubletalk__f03ba73a__root__hUcOKoqv0Uavp33Xrf2uWQ_doubletalk,double_talk,rating
hr_cc3505ebc57c73,returned_human_item_summary_v1,3.47,3.84,2.64,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,Deep Echo public checkpoint transfer,low_ser_overlap__25819470d2776d11,fileid_252,low_ser_overlap,rating
hr_1fdb17eecd88ab,returned_human_item_summary_v1,4.16,4.43,3.96,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,echo_path_motion__c8694656c51152a3,farend-singletalk__eb6d9058__root__GMR5LLJMJkWZGQ08TRPdnw_farend-singletalk-with-movement,echo_path_motion,rating
hr_fe676a0f5cecb6,returned_human_item_summary_v1,3.26,2.87,3.08,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,low_ser_overlap__ee1c5fdc8eed5e1d,fileid_423,low_ser_overlap,rating
hr_e42d91dd065f8c,returned_human_item_summary_v1,4.64,5.0,4.17,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,ASTWS public checkpoint transfer,near_end_single_talk__62f5730dedbeddfb,fileid_461,near_end_single_talk,rating
hr_bec6d850d80ce5,returned_human_item_summary_v1,4.61,5.0,4.11,1.0,4.0,1,1,2026-04-26T13:51:29+00:00,NLMS,near_end_single_talk__d54e883161fb8921,fileid_490,near_end_single_talk,rating
hr_d7204529b06863,returned_human_item_summary_v1,3.0,4.16,2.23,0.0,4.0,1,1,2026-04-26T13:51:29+00:00,SC-AEC-Preserve,low_ser_overlap__cc2efdd13de97d42,fileid_472,low_ser_overlap,rating
